counter ; t (in s) ; lat0 (in decimal degrees) ; long0 (in decimal degrees) ; roll (in rad) ; pitch (in rad) ; yaw (in rad) ; winddir (in rad) ; windspeed (in m/s) ; filteredwinddir (in rad) ; filteredwindspeed (in m/s) ; heading (in rad) ; theta (in rad) ; psi (in rad) ; latitude (in decimal degrees) ; longitude (in decimal degrees) ; x (in m) ; y (in m) ; ax (in m) ; ay (in m) ; bx (in m) ; by (in m) ; CurWP ; wpslat[CurWP] (in decimal degrees) ; wpslong[CurWP] (in decimal degrees) ; e (in m) ; norm_ma (in m) ; norm_bm (in m) ; state ; deltag (in rad) ; deltavmax (in rad) ; phi+gammabar (in rad) ; gps time (in s) ;
417 ; 1560346363 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.144881414108 ; 0 ; 48.3381656917 ; -4.676218485 ; -3384.00878325 ; 6319.72937074 ; -3384.00878325 ; 6319.72937074 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 5.16884028912e-08 ; 0 ; 0 ; 0 ; 0.00180977844768 ; 0 ; 0.141148520993 ; 1560346363 ;
418 ; 1560346364 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.171716021232 ; 0 ; 48.3381719183 ; -4.67619331333 ; -3382.1478084 ; 6320.42174448 ; -3382.1478084 ; 6320.42174448 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 1.67638063431e-08 ; 0 ; 0 ; 0 ; 0.00941125416332 ; 0 ; 0.140699812911 ; 1560346364 ;
419 ; 1560346365 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.177827523879 ; 0 ; 48.3381773417 ; -4.67617084167 ; -3380.4864575 ; 6321.02479164 ; -3380.4864575 ; 6321.02479164 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 8.10250639915e-08 ; 0 ; 0 ; 0 ; 0.0140318554209 ; 0 ; 0.140313479884 ; 1560346365 ;
420 ; 1560346366 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.168590711288 ; 0 ; 48.338183155 ; -4.676148735 ; -3378.85206005 ; 6321.67120481 ; -3378.85206005 ; 6321.67120481 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 8.10250639915e-08 ; 0 ; 0 ; 0 ; 0.0093734876336 ; 0 ; 0.140313479884 ; 1560346366 ;
421 ; 1560346367 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.180313752822 ; 0 ; 48.338188515 ; -4.67612867667 ; -3377.36909534 ; 6322.26720962 ; -3377.36909534 ; 6322.26720962 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.46800482273e-08 ; 0 ; 0 ; 0 ; 0.0154999138206 ; 0 ; 0.139467949604 ; 1560346367 ;
422 ; 1560346368 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.215354012183 ; 0 ; 48.338192255 ; -4.67611063333 ; -3376.03517669 ; 6322.68307864 ; -3376.03517669 ; 6322.68307864 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.46800482273e-08 ; 0 ; 0 ; 0 ; 0.0244189263671 ; 0 ; 0.139467949604 ; 1560346368 ;
423 ; 1560346369 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.24743180149 ; 0 ; 48.33819557 ; -4.67609336667 ; -3374.7586936 ; 6323.05168982 ; -3374.7586936 ; 6323.05168982 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -1.58790498972e-07 ; 0 ; 0 ; 0 ; 0.0385346560503 ; 0 ; 0.139025794534 ; 1560346369 ;
424 ; 1560346370 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.286709951095 ; 0 ; 48.33819961 ; -4.67607700167 ; -3373.54880928 ; 6323.50091733 ; -3373.54880928 ; 6323.50091733 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.82190740108e-07 ; 0 ; 0 ; 0 ; 0.0518758325602 ; 0 ; 0.138729368171 ; 1560346370 ;
425 ; 1560346371 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.303743647269 ; 0 ; 48.3382036483 ; -4.67606337667 ; -3372.54145199 ; 6323.94995951 ; -3372.54145199 ; 6323.94995951 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 1.22934579849e-07 ; 0 ; 0 ; 0 ; 0.0565733952064 ; 0 ; 0.1384025182 ; 1560346371 ;
426 ; 1560346372 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.344142602615 ; 0 ; 48.3382076867 ; -4.67605138167 ; -3371.65457609 ; 6324.39900169 ; -3371.65457609 ; 6324.39900169 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 1.41561031342e-07 ; 0 ; 0 ; 0 ; 0.0701358224529 ; 0 ; 0.138057186628 ; 1560346372 ;
427 ; 1560346373 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.377970265083 ; 0 ; 48.33821087 ; -4.67603904833 ; -3370.742749 ; 6324.7529722 ; -3370.742749 ; 6324.7529722 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.56579369307e-07 ; 0 ; 0 ; 0 ; 0.0823759161507 ; 0 ; 0.137815745995 ; 1560346373 ;
428 ; 1560346374 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.376940058402 ; 0 ; 48.3382130033 ; -4.67602648167 ; -3369.81374463 ; 6324.99018805 ; -3369.81374463 ; 6324.99018805 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.56579369307e-07 ; 0 ; 0 ; 0 ; 0.0842616965793 ; 0 ; 0.137815745995 ; 1560346374 ;
429 ; 1560346375 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.412228034667 ; 0 ; 48.3382157683 ; -4.67601522333 ; -3368.98140385 ; 6325.29764202 ; -3368.98140385 ; 6325.29764202 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -3.44589352608e-08 ; 0 ; 0 ; 0 ; 0.094189419567 ; 0 ; 0.137495935651 ; 1560346375 ;
430 ; 1560346376 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.439609335593 ; 0 ; 48.3382185683 ; -4.67600556 ; -3368.26695503 ; 6325.60898781 ; -3368.26695503 ; 6325.60898781 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -3.44589352608e-08 ; 0 ; 0 ; 0 ; 0.105533952627 ; 0 ; 0.137495935651 ; 1560346376 ;
431 ; 1560346377 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.433702992133 ; 0 ; 48.3382212067 ; -4.67599674333 ; -3367.6150982 ; 6325.90235709 ; -3367.6150982 ; 6325.90235709 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -2.51457095146e-08 ; 0 ; 0 ; 0 ; 0.103305373757 ; 0 ; 0.13726959963 ; 1560346377 ;
432 ; 1560346378 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.477850722007 ; 0 ; 48.3382244133 ; -4.67598887833 ; -3367.03354619 ; 6326.25892216 ; -3367.03354619 ; 6326.25892216 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.09081918001e-07 ; 0 ; 0 ; 0 ; 0.118157188341 ; 0 ; 0.136758118649 ; 1560346378 ;
433 ; 1560346379 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.490171836547 ; 0 ; 48.338227085 ; -4.67598196333 ; -3366.52224867 ; 6326.55599794 ; -3366.52224867 ; 6326.55599794 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 1.16415321827e-08 ; 0 ; 0 ; 0 ; 0.123067825966 ; 0 ; 0.136516182456 ; 1560346379 ;
434 ; 1560346380 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.500287221603 ; 0 ; 48.3382291117 ; -4.67597557333 ; -3366.04979908 ; 6326.78135299 ; -3366.04979908 ; 6326.78135299 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 1.16415321827e-08 ; 0 ; 0 ; 0 ; 0.126208481455 ; 0 ; 0.136516182456 ; 1560346380 ;
435 ; 1560346381 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.534946607284 ; 0 ; 48.3382311133 ; -4.67596933667 ; -3365.58868478 ; 6327.00392817 ; -3365.58868478 ; 6327.00392817 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 4.42378222942e-08 ; 0 ; 0 ; 0 ; 0.137732297261 ; 0 ; 0.13617459983 ; 1560346381 ;
436 ; 1560346382 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.559196578197 ; 0 ; 48.33823339 ; -4.67596248 ; -3365.08172518 ; 6327.25708195 ; -3365.08172518 ; 6327.25708195 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.58907675743e-07 ; 0 ; 0 ; 0 ; 0.147097244044 ; 0 ; 0.135978202138 ; 1560346382 ;
437 ; 1560346383 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.574547933273 ; 0 ; 48.3382352233 ; -4.67595578333 ; -3364.58662125 ; 6327.46093932 ; -3364.58662125 ; 6327.46093932 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 6.23986124992e-08 ; 0 ; 0 ; 0 ; 0.152488785303 ; 0 ; 0.135832579476 ; 1560346383 ;
438 ; 1560346384 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.598957048587 ; 0 ; 48.33823647 ; -4.67595043333 ; -3364.19109469 ; 6327.59956232 ; -3364.19109469 ; 6327.59956232 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -1.3317912817e-07 ; 0 ; 0 ; 0 ; 0.161129882253 ; 0 ; 0.135742053922 ; 1560346384 ;
439 ; 1560346385 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.627673612766 ; 0 ; 48.338237635 ; -4.67594587333 ; -3363.85396624 ; 6327.72910441 ; -3363.85396624 ; 6327.72910441 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 9.31322574615e-10 ; 0 ; 0 ; 0 ; 0.171067312776 ; 0 ; 0.135652630075 ; 1560346385 ;
440 ; 1560346386 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.661340044669 ; 0 ; 48.3382387467 ; -4.67594216 ; -3363.57942254 ; 6327.85271611 ; -3363.57942254 ; 6327.85271611 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 9.31322574615e-10 ; 0 ; 0 ; 0 ; 0.183161783582 ; 0 ; 0.135652630075 ; 1560346386 ;
441 ; 1560346387 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.689631031684 ; 0 ; 48.3382395567 ; -4.67593865667 ; -3363.32042087 ; 6327.942784 ; -3363.32042087 ; 6327.942784 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -1.13621354103e-07 ; 0 ; 0 ; 0 ; 0.193061350397 ; 0 ; 0.135501706874 ; 1560346387 ;
442 ; 1560346388 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.717412816219 ; 0 ; 48.3382402717 ; -4.67593469667 ; -3363.02767104 ; 6328.02228837 ; -3363.02767104 ; 6328.02228837 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -6.93835318089e-08 ; 0 ; 0 ; 0 ; 0.205234479807 ; 0 ; 0.135459239864 ; 1560346388 ;
443 ; 1560346389 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.750922487907 ; 0 ; 48.3382410567 ; -4.67593079667 ; -3362.73935148 ; 6328.10957639 ; -3362.73935148 ; 6328.10957639 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 1.55065208673e-07 ; 0 ; 0 ; 0 ; 0.213665309451 ; 0 ; 0.135407749513 ; 1560346389 ;
444 ; 1560346390 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.787904964618 ; 0 ; 48.338241835 ; -4.67592769167 ; -3362.50979466 ; 6328.19612311 ; -3362.50979466 ; 6328.19612311 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -2.52388417721e-07 ; 0 ; 0 ; 0 ; 0.226855278076 ; 0 ; 0.135348486842 ; 1560346390 ;
445 ; 1560346391 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.825585888557 ; 0 ; 48.338242605 ; -4.67592550667 ; -3362.34824001 ; 6328.2817432 ; -3362.34824001 ; 6328.2817432 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.03028321266e-07 ; 0 ; 0 ; 0 ; 0.240365752157 ; 0 ; 0.135280231723 ; 1560346391 ;
446 ; 1560346392 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.856320427589 ; 0 ; 48.3382432467 ; -4.675923025 ; -3362.16476577 ; 6328.35309328 ; -3362.16476577 ; 6328.35309328 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.03028321266e-07 ; 0 ; 0 ; 0 ; 0.250683163926 ; 0 ; 0.135280231723 ; 1560346392 ;
447 ; 1560346393 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.893574284248 ; 0 ; 48.3382432967 ; -4.67592069 ; -3361.99217139 ; 6328.35865302 ; -3361.99217139 ; 6328.35865302 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -2.79396772385e-08 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.135249671139 ; 1560346393 ;
448 ; 1560346394 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.927304433517 ; 0 ; 48.3382427533 ; -4.67591834333 ; -3361.8187538 ; 6328.29823711 ; -3361.8187538 ; 6328.29823711 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -2.57976353168e-07 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.135339768152 ; 1560346394 ;
449 ; 1560346395 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.957337008647 ; 0 ; 48.3382418583 ; -4.675916175 ; -3361.65854088 ; 6328.19871765 ; -3361.65854088 ; 6328.19871765 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -2.57976353168e-07 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.135339768152 ; 1560346395 ;
450 ; 1560346396 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.982857452563 ; 0 ; 48.3382413467 ; -4.67591364833 ; -3361.47181652 ; 6328.14182292 ; -3361.47181652 ; 6328.14182292 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.5425106287e-07 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.135469880536 ; 1560346396 ;
451 ; 1560346397 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.01982246511 ; 0 ; 48.338240925 ; -4.675911075 ; -3361.28163688 ; 6328.09493572 ; -3361.28163688 ; 6328.09493572 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 1.04308128357e-07 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.135636330079 ; 1560346397 ;
452 ; 1560346398 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.05036942833 ; 0 ; 48.3382402183 ; -4.67590990333 ; -3361.19507995 ; 6328.01635797 ; -3361.19507995 ; 6328.01635797 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 1.04308128357e-07 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.135636330079 ; 1560346398 ;
453 ; 1560346399 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.06701998585 ; 0 ; 48.33823885 ; -4.675909315 ; -3361.15168361 ; 6327.86420625 ; -3361.15168361 ; 6327.86420625 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -1.01514160633e-07 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.135902990176 ; 1560346399 ;
454 ; 1560346400 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.09721757644 ; 0 ; 48.33823728 ; -4.67590949 ; -3361.16472222 ; 6327.68963021 ; -3361.16472222 ; 6327.68963021 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -1.01514160633e-07 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.135902990176 ; 1560346400 ;
455 ; 1560346401 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.11766438358 ; 0 ; 48.338235955 ; -4.67590877833 ; -3361.11220686 ; 6327.54229694 ; -3361.11220686 ; 6327.54229694 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 4.65661287308e-08 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.136254255526 ; 1560346401 ;
456 ; 1560346402 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.12969626658 ; 0 ; 48.3382343 ; -4.67590729833 ; -3361.00292204 ; 6327.35826933 ; -3361.00292204 ; 6327.35826933 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.46800482273e-08 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.136467832178 ; 1560346402 ;
457 ; 1560346403 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.13876570933 ; 0 ; 48.3382323383 ; -4.67590561333 ; -3360.87850489 ; 6327.14014195 ; -3360.87850489 ; 6327.14014195 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.50991433859e-07 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.136720266054 ; 1560346403 ;
458 ; 1560346404 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.1544236409 ; 0 ; 48.3382308533 ; -4.67590370167 ; -3360.73730228 ; 6326.97501749 ; -3360.73730228 ; 6326.97501749 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.50991433859e-07 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.136720266054 ; 1560346404 ;
459 ; 1560346405 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.15157430046 ; 0 ; 48.338229175 ; -4.67590164167 ; -3360.58514837 ; 6326.78839533 ; -3360.58514837 ; 6326.78839533 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -1.31316483021e-07 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.137141200137 ; 1560346405 ;
460 ; 1560346406 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.14745383137 ; 0 ; 48.3382271467 ; -4.67590098 ; -3360.53637509 ; 6326.56285496 ; -3360.53637509 ; 6326.56285496 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 4.842877388e-08 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.137390541173 ; 1560346406 ;
461 ; 1560346407 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.13910429352 ; 0 ; 48.338224475 ; -4.67590115167 ; -3360.54923992 ; 6326.26577918 ; -3360.54923992 ; 6326.26577918 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -7.63684511185e-08 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.137707542818 ; 1560346407 ;
462 ; 1560346408 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.13433604114 ; 0 ; 48.3382215767 ; -4.67590212167 ; -3360.62112837 ; 6325.94349922 ; -3360.62112837 ; 6325.94349922 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -7.63684511185e-08 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.137707542818 ; 1560346408 ;
463 ; 1560346409 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.10857512229 ; 0 ; 48.3382187283 ; -4.67590095667 ; -3360.53520534 ; 6325.626779 ; -3360.53520534 ; 6325.626779 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 7.63684511185e-08 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.138395483167 ; 1560346409 ;
464 ; 1560346410 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.08890737765 ; 0 ; 48.3382163167 ; -4.675899155 ; -3360.40219439 ; 6325.3586139 ; -3360.40219439 ; 6325.3586139 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 7.63684511185e-08 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.138395483167 ; 1560346410 ;
465 ; 1560346411 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.05096920007 ; 0 ; 48.3382133467 ; -4.67589716667 ; -3360.2554228 ; 6325.02836497 ; -3360.2554228 ; 6325.02836497 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -1.90921127796e-07 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.139079651806 ; 1560346411 ;
466 ; 1560346412 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.01873962753 ; 0 ; 48.3382099417 ; -4.67589568833 ; -3360.14637644 ; 6324.64974625 ; -3360.14637644 ; 6324.64974625 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -1.90921127796e-07 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.139079651806 ; 1560346412 ;
467 ; 1560346413 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.985689626865 ; 0 ; 48.3382068467 ; -4.67589533167 ; -3360.12021746 ; 6324.30559795 ; -3360.12021746 ; 6324.30559795 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.40281224251e-07 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.139875737573 ; 1560346413 ;
468 ; 1560346414 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.944715963535 ; 0 ; 48.33820367 ; -4.67589487167 ; -3360.086426 ; 6323.95236873 ; -3360.086426 ; 6323.95236873 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 7.12461769581e-08 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.140259953694 ; 1560346414 ;
469 ; 1560346415 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.911937938861 ; 0 ; 48.3382000633 ; -4.675895315 ; -3360.11943264 ; 6323.55132569 ; -3360.11943264 ; 6323.55132569 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 3.91155481339e-08 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.140685320561 ; 1560346415 ;
470 ; 1560346416 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.879306899242 ; 0 ; 48.3381963883 ; -4.67589562333 ; -3360.14246528 ; 6323.14268434 ; -3360.14246528 ; 6323.14268434 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 3.91155481339e-08 ; 0 ; 0 ; 0 ; 0.259385437889 ; 0 ; 0.140685320561 ; 1560346416 ;
471 ; 1560346417 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.839217590026 ; 0 ; 48.3381927067 ; -4.67589603167 ; -3360.17288985 ; 6322.73330168 ; -3360.17288985 ; 6322.73330168 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.04890966415e-07 ; 0 ; 0 ; 0 ; 0.246307776339 ; 0 ; 0.14155481065 ; 1560346417 ;
472 ; 1560346418 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.81239412897 ; 0 ; 48.3381886417 ; -4.67589671167 ; -3360.2234199 ; 6322.28129431 ; -3360.2234199 ; 6322.28129431 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -6.28642737865e-08 ; 0 ; 0 ; 0 ; 0.233559052961 ; 0 ; 0.142031923758 ; 1560346418 ;
473 ; 1560346419 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.788431214027 ; 0 ; 48.3381853417 ; -4.67589629333 ; -3360.19271635 ; 6321.91435105 ; -3360.19271635 ; 6321.91435105 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.32830643654e-07 ; 0 ; 0 ; 0 ; 0.227128143923 ; 0 ; 0.14243015077 ; 1560346419 ;
