counter ; t (in s) ; lat0 (in decimal degrees) ; long0 (in decimal degrees) ; roll (in rad) ; pitch (in rad) ; yaw (in rad) ; winddir (in rad) ; windspeed (in m/s) ; filteredwinddir (in rad) ; filteredwindspeed (in m/s) ; heading (in rad) ; theta (in rad) ; psi (in rad) ; latitude (in decimal degrees) ; longitude (in decimal degrees) ; x (in m) ; y (in m) ; ax (in m) ; ay (in m) ; bx (in m) ; by (in m) ; CurWP ; wpslat[CurWP] (in decimal degrees) ; wpslong[CurWP] (in decimal degrees) ; e (in m) ; norm_ma (in m) ; norm_bm (in m) ; state ; deltag (in rad) ; deltavmax (in rad) ; phi+gammabar (in rad) ; gps time (in s) ;
9612 ; 1560355557 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.99134816454 ; 0 ; 48.337949535 ; -4.68745660333 ; -4214.6912875 ; 6295.69384605 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1316.50212074 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377196575912 ; 1560355557 ;
9613 ; 1560355558 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.97349347399 ; 0 ; 48.3379491517 ; -4.68749912333 ; -4217.834195 ; 6295.65122132 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1318.86192829 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377212984529 ; 1560355558 ;
9614 ; 1560355559 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.99074854181 ; 0 ; 48.3379476967 ; -4.68754130167 ; -4220.9519369 ; 6295.48943271 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1321.2829232 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.37722974093 ; 1560355559 ;
9615 ; 1560355560 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.99544467257 ; 0 ; 48.33794583 ; -4.687582785 ; -4224.018342 ; 6295.28186884 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1323.69651331 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377246379696 ; 1560355560 ;
9616 ; 1560355561 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.99418916033 ; 0 ; 48.337944515 ; -4.68762470833 ; -4227.11722429 ; 6295.13564752 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1326.09308481 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377262852717 ; 1560355561 ;
9617 ; 1560355562 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.01421894358 ; 0 ; 48.3379433667 ; -4.68766722833 ; -4230.26019567 ; 6295.00795867 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1328.50993895 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377279410122 ; 1560355562 ;
9618 ; 1560355563 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.99623872565 ; 0 ; 48.337942035 ; -4.68770920833 ; -4233.36326819 ; 6294.8598841 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1330.91085816 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377295797432 ; 1560355563 ;
9619 ; 1560355564 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.01476575659 ; 0 ; 48.33794068 ; -4.68775137333 ; -4236.48001713 ; 6294.70921497 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1333.32365932 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377312208083 ; 1560355564 ;
9620 ; 1560355565 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.04260780142 ; 0 ; 48.33793994 ; -4.68779278 ; -4239.54066269 ; 6294.62693073 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1335.64901836 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377327979813 ; 1560355565 ;
9621 ; 1560355566 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.04098452852 ; 0 ; 48.3379390767 ; -4.687835195 ; -4242.67584981 ; 6294.53093244 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1338.03885723 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377344131896 ; 1560355566 ;
9622 ; 1560355567 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.02161230372 ; 0 ; 48.3379388017 ; -4.68787765667 ; -4245.81443742 ; 6294.50035383 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1340.3873777 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377359960708 ; 1560355567 ;
9623 ; 1560355568 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.99628676699 ; 0 ; 48.33793883 ; -4.68791996 ; -4248.94129654 ; 6294.50350436 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1342.70459464 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377375531487 ; 1560355568 ;
9624 ; 1560355569 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.0045728855 ; 0 ; 48.3379384517 ; -4.687962985 ; -4252.12153174 ; 6294.46143561 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1345.09170445 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377391510585 ; 1560355569 ;
9625 ; 1560355570 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.96130992697 ; 0 ; 48.3379375883 ; -4.68800471833 ; -4255.20633361 ; 6294.36543732 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1347.44416575 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377407195611 ; 1560355570 ;
9626 ; 1560355571 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.86811055468 ; 0 ; 48.3379362117 ; -4.68804536167 ; -4258.21061083 ; 6294.21235897 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1349.7751483 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377422676133 ; 1560355571 ;
9627 ; 1560355572 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.73706425951 ; 0 ; 48.337933815 ; -4.68808586667 ; -4261.20474852 ; 6293.9458618 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1352.17461395 ; 0 ; 0 ; 0 ; -0.261799387799 ; 0 ; 0.377438540258 ; 1560355572 ;
9628 ; 1560355573 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.61689962671 ; 0 ; 48.33793047 ; -4.68812655833 ; -4264.21276334 ; 6293.57391477 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1354.65503664 ; 0 ; 0 ; 0 ; -0.261799387799 ; 0 ; 0.377454867145 ; 1560355573 ;
9629 ; 1560355574 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.4746164255 ; 0 ; 48.33792398 ; -4.68816773 ; -4267.25652112 ; 6292.8522597 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1357.39631932 ; 0 ; 0 ; 0 ; -0.261799387799 ; 0 ; 0.377472794401 ; 1560355574 ;
9630 ; 1560355575 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.34257973955 ; 0 ; 48.3379140667 ; -4.688208255 ; -4270.25276788 ; 6291.74994732 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1360.35744899 ; 0 ; 0 ; 0 ; -0.261799387799 ; 0 ; 0.377492029177 ; 1560355575 ;
9631 ; 1560355576 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.29013528155 ; 0 ; 48.3379008867 ; -4.68824569667 ; -4273.02138409 ; 6290.28439819 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1363.39314973 ; 0 ; 0 ; 0 ; -0.261799387799 ; 0 ; 0.377511610496 ; 1560355576 ;
9632 ; 1560355577 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.37814678477 ; 0 ; 48.3378848933 ; -4.68828021167 ; -4275.57391216 ; 6288.50602066 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1366.47820321 ; 0 ; 0 ; 0 ; -0.261799387799 ; 0 ; 0.377531377158 ; 1560355577 ;
9633 ; 1560355578 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.54132522867 ; 0 ; 48.3378681633 ; -4.68831300833 ; -4277.99949243 ; 6286.64572954 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1369.52398621 ; 0 ; 0 ; 0 ; -0.261799387799 ; 0 ; 0.377550790164 ; 1560355578 ;
9634 ; 1560355579 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.75019778536 ; 0 ; 48.3378515733 ; -4.68834564833 ; -4280.41348247 ; 6284.80100571 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1372.5507395 ; 0 ; 0 ; 0 ; -0.261799387799 ; 0 ; 0.377569999048 ; 1560355579 ;
9635 ; 1560355580 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.83737553881 ; 0 ; 48.3378384167 ; -4.68838067167 ; -4283.00335067 ; 6283.33805112 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1375.45211378 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377588383343 ; 1560355580 ;
9636 ; 1560355581 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.86178519057 ; 0 ; 48.3378296183 ; -4.68841767 ; -4285.73883677 ; 6282.35972109 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1378.13673747 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377605386855 ; 1560355581 ;
9637 ; 1560355582 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.83021070288 ; 0 ; 48.3378236883 ; -4.68845555833 ; -4288.53986724 ; 6281.70033518 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1380.65624384 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377621327409 ; 1560355582 ;
9638 ; 1560355583 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.75895251558 ; 0 ; 48.3378190633 ; -4.68849467667 ; -4291.4317045 ; 6281.18605864 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1383.14586237 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377637045495 ; 1560355583 ;
9639 ; 1560355584 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.6825896673 ; 0 ; 48.3378141133 ; -4.688535005 ; -4294.41300732 ; 6280.63564376 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1385.72605724 ; 0 ; 0 ; 0 ; -0.261799387799 ; 0 ; 0.377653274992 ; 1560355584 ;
9640 ; 1560355585 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.63164343165 ; 0 ; 48.3378073433 ; -4.68857660833 ; -4297.48870633 ; 6279.8828541 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1388.5118852 ; 0 ; 0 ; 0 ; -0.261799387799 ; 0 ; 0.377670707126 ; 1560355585 ;
9641 ; 1560355586 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.62343944834 ; 0 ; 48.33779878 ; -4.68861786167 ; -4300.53868703 ; 6278.93065488 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1391.41226566 ; 0 ; 0 ; 0 ; -0.261799387799 ; 0 ; 0.377688757343 ; 1560355586 ;
9642 ; 1560355587 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.60100044535 ; 0 ; 48.3377893 ; -4.68865757833 ; -4303.47516269 ; 6277.87652698 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1394.29675935 ; 0 ; 0 ; 0 ; -0.261799387799 ; 0 ; 0.377706619348 ; 1560355587 ;
9643 ; 1560355588 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.55087055491 ; 0 ; 48.3377800333 ; -4.688696515 ; -4306.35396735 ; 6276.84612066 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1397.12257883 ; 0 ; 0 ; 0 ; -0.261799387799 ; 0 ; 0.377724048942 ; 1560355588 ;
9644 ; 1560355589 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.5720378332 ; 0 ; 48.3377699117 ; -4.68873483833 ; -4309.18751049 ; 6275.72064267 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1399.97853536 ; 0 ; 0 ; 0 ; -0.261799387799 ; 0 ; 0.377741581606 ; 1560355589 ;
9645 ; 1560355590 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.63451446818 ; 0 ; 48.337759035 ; -4.68877294333 ; -4312.0049804 ; 6274.51121252 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1402.8788275 ; 0 ; 0 ; 0 ; -0.261799387799 ; 0 ; 0.377759304876 ; 1560355590 ;
9646 ; 1560355591 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.71654524134 ; 0 ; 48.3377478133 ; -4.68881165167 ; -4314.8670764 ; 6273.26342012 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1405.83792709 ; 0 ; 0 ; 0 ; -0.261799387799 ; 0 ; 0.377777312056 ; 1560355591 ;
9647 ; 1560355592 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.7772610359 ; 0 ; 48.3377370367 ; -4.688851575 ; -4317.81894336 ; 6272.06510946 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1408.83045292 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377795458021 ; 1560355592 ;
9648 ; 1560355593 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.77477385328 ; 0 ; 48.33772846 ; -4.688891105 ; -4320.74155167 ; 6271.11142764 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1411.63734301 ; 0 ; 0 ; 0 ; 0.261799387799 ; 0 ; 0.377812437587 ; 1560355593 ;
9649 ; 1560355594 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.73519148157 ; 0 ; 48.3377215467 ; -4.68893107167 ; -4323.69629635 ; 6270.34270005 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1414.34412582 ; 0 ; 0 ; 0 ; -0.261799387799 ; 0 ; 0.377828773768 ; 1560355594 ;
9650 ; 1560355595 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -2.66659464167 ; 0 ; 48.3377163983 ; -4.68897087333 ; -4326.63869597 ; 6269.7702315 ; -2458.67986313 ; 6316.29055181 ; -2446.42032091 ; 6302.71695236 ; 0 ; 0 ; 0 ; -1416.91023224 ; 0 ; 0 ; 0 ; -0.261799387799 ; 0 ; 0.37784423007 ; 1560355595 ;
